call_sign,channel,frequency_mhz,service_type,status,city,state,country,facility_id,erp_kw,haat_m,latitude,longitude,licensee
KREE,201,88.1,FM,LIC,PIRTLEVILLE,AZ,US,174148,1.5,46.0,31.348444,-109.480056,"RADIO BILINGUE, INC."
K202BU,201,88.1,FX,LIC,QUARTZSITE,AZ,US,16763,0.013,0.0,-149758.383337,-114.059917,"16763          0.013 kW DA       0. m    784. m        m   N 33 40   3.1  W 114  3  35.7             ADVANCE MINISTRIES, INC. D/B/A"
KNNB,201,88.1,FM,LIC,WHITERIVER,AZ,US,2406,0.63,183.0,33.763083,-109.961472,UNKNOWN
KCFY,201,88.1,FM,LIC,YUMA,AZ,US,70454,3.0,73.0,32.642,-114.560222,"RELEVANT MEDIA, INC."
KRTM,201,88.1,FM,STA,BANNING,CA,US,91840,0.15,774.0,-280104.666708,-116.814194,"91840           0.15 kW DA     774. m   2437. m        m   N 34  2  16.0  W 116 48  51.1             PENFOLD COMMUNICATIONS, INC."
KRTM,201,88.1,FM,LIC,BANNING,CA,US,91840,0.15,774.0,34.037778,-116.814194,UNKNOWN
K201BV,201,88.1,FX,LIC,BENICIA-MARTINEZ,CA,US,35499,0.004,113.0,38.006861,-122.143833,UNKNOWN
KWTF,201,88.1,FM,LIC,BODEGA BAY,CA,US,175619,0.1,14.0,-242484.983361,-122.975167,175619           0.1 kW         14. m    124. m        m   N 38 21  38.7  W 122 58  30.6             KWTF RADIO
KDUP,201,88.1,FM,LIC,CEDARVILLE,CA,US,172273,0.27,-32.0,41.636833,-120.092139,UNKNOWN
K201AD,201,88.1,FX,LIC,UNKNOWN,XX,US,28593,0.009,398.0,35.479944,-117.683944,UNKNOWN
KECG,201,88.1,FM,LIC,EL CERRITO,CA,US,19081,0.017,-29.0,37.905472,-122.293833,UNKNOWN
KMUE,201,88.1,FM,LIC,EUREKA,CA,US,55429,10.0,494.0,40.727361,-123.972556,REDWOOD COMMUNITY RADIO
K201HR,201,88.1,FX,LIC,FORT BRAGG,CA,US,41159,0.099,0.0,39.467361,-123.760556,UNKNOWN
KFCF,201,88.1,FM,LIC,FRESNO,CA,US,22641,2.4,579.0,37.073,-119.431778,UNKNOWN
KPFZ-FM,201,88.1,FM,LIC,LAKEPORT,CA,US,90952,0.3,655.0,38.989611,-122.769139,UNKNOWN
KLWG,201,88.1,FM,LIC,LOMPOC,CA,US,90485,2.5,571.0,34.909972,-120.187083,UNKNOWN
KLWG,201,88.1,FM,LIC,LOMPOC,CA,US,90485,0.066,328.0,34.603583,-120.489056,CALVARY CHAPEL OF LOMPOC
KKJZ,201,88.1,FM,LIC,LONG BEACH,CA,US,8197,30.0,137.0,33.799472,-118.162833,"CALIFORNIA STATE UNIV., LONG BEACH RESEARCH FOUNDATION"
KKJZ,201,88.1,FM,CP,LONG BEACH,CA,US,8197,7.0,0.0,-286405.618611,-118.162833,"8197              7. kW        129. m   141.7 m        m   N 33 47  58.1  W 118  9  46.2  1218222    CALIFORNIA STATE UNIV., LONG BEACH RESEARCH FOUNDATION"
K201FW,201,88.1,FX,MOD,LOS GATOS,CA,US,93377,12.0,760.0,-221010.283367,-121.890722,93377            .12 kW DA     760. m     56. m        m   N 37 21   0.8  W 121 53  26.6  1271301    CSN INTERNATIONAL
K201FW,201,88.1,FX,LIC,LOS GATOS,CA,US,93377,0.009,760.0,37.163833,-121.918278,UNKNOWN
KLHM,201,88.1,FM,LIC,LUCERNE VALLEY,CA,US,768305,75.0,-216.0,-280086.083542,-116.963056,"768305           .75 kW       -216. m   1085. m        m   N 34 24  11.9  W 116 57  47.0             ONDAS DE VIDA, INC."
KCRY,201,88.1,FM,LIC,MOJAVE,CA,US,59092,10.5,-29.0,35.122194,-118.207861,SANTA MONICA COMMUNITY COLLEGE DISTRICT
KNSQ,201,88.1,FM,LIC,MOUNT SHASTA,CA,US,62957,1.2,0.0,41.221806,-122.308611,UNKNOWN
K201IH,201,88.1,FX,LIC,NAPA,CA,US,91413,0.01,0.0,38.264083,-122.216083,CSN INTERNATIONAL
K201IS,201,88.1,FX,AMD,OCEANSIDE,CA,US,91871,0.01,0.0,-221616.183336,-116.849031,91871           0.01 kW DA    760.2 m   1737. m        m   N 33 18 29.33  W 116 50 56.51             CSN INTERNATIONAL
KQNC,201,88.1,FM,LIC,QUINCY,CA,US,122435,0.5,-346.0,39.937111,-120.948556,"CALIFORNIA STATE UNIVERSITY, SACRAMENTO"
K213BZ,201,88.1,FX,MOD,RICHVALE,CA,US,20776,0.01,0.0,-253107.266669,-121.820556,20776           0.01 kW        588. m   666.8 m        m   N 39 12  20.0  W 121 49  14.0  1014623    CSN INTERNATIONAL
K201IS,201,88.1,FX,LIC,RINCON,CA,US,91871,0.01,0.0,33.308361,-116.848889,UNKNOWN
K201ES,201,88.1,FX,LIC,UNKNOWN,XX,US,90670,0.05,78.0,33.617528,-114.773306,UNKNOWN
KEBR,201,88.1,FM,LIC,SACRAMENTO,CA,US,20746,8.4,303.0,38.247139,-121.501889,"LOAM MEDIA, INC."
KYML,201,88.1,FM,LIC,SAN DIEGO COUNTRY ESTATES,CA,US,767224,0.06,705.0,-280099.066683,-116.586194,"767224          0.06 kW DA     705. m   1842. m        m   N 33 00  22.9  W 116 35  10.3             CSN INTERNATIONAL, INC."
KSRH,201,88.1,FM,LIC,SAN RAFAEL,CA,US,58923,0.007,-70.0,-270643.050002,-122.513056,58923          0.007 kW        -70. m     13. m        m   N 37 58  11.8  W 122 30  47.0             SAN RAFAEL HIGH SCHOOL
KZSC,201,88.1,FM,LIC,SANTA CRUZ,CA,US,66310,20.0,0.0,37.002722,-122.052167,UNKNOWN
KZSC,201,88.1,FM,LIC,SANTA CRUZ,CA,US,66310,0.9,0.0,37.002722,-122.052167,UNKNOWN
K201AJ,201,88.1,FX,LIC,UNKNOWN,XX,US,8353,0.019,0.0,38.916583,-119.963222,"CALIFORNIA STATE UNIVERSITY, SACRAMENTO"
K205EK,201,88.1,FX,MOD,SUSANVILLE,CA,US,8422,11.0,0.0,-284333.36667,-120.571028,8422            .011 kW      -145.3 m  1807.9 m        m   N 40 27  11.7  W 120 34  15.7  1245857    CSN INTERNATIONAL INC.
K201FV,201,88.1,FX,LIC,TRUCKEE,CA,US,87063,0.065,0.0,39.325944,-120.19975,UNKNOWN
K201IL,201,88.1,FX,LIC,BRECKENRIDGE,CO,US,90004,0.125,0.0,39.63025,-106.0475,UNKNOWN
K201FK,201,88.1,FX,LIC,BURLINGTON,CO,US,92415,0.205,0.0,39.294722,-102.26075,CSN INTERNATIONAL
KDNK,201,88.1,FM,LIC,GLENWOOD SPRINGS,CO,US,88445,1.2,775.0,39.418861,-107.370028,UNKNOWN
KAFM,201,88.1,FM,LIC,GRAND JUNCTION,CO,US,24780,0.3,0.0,39.066639,-108.745389,"GRAND VALLEY PUBLIC RADIO, INC."
K201HV,201,88.1,FX,LIC,JANSEN,CO,US,78198,0.01,0.0,37.23725,-104.514972,UNKNOWN
KVOD,201,88.1,FM,LIC,LAKEWOOD,CO,US,83535,4.4,238.0,39.732778,-105.236111,"PUBLIC BROADCASTING OF COLORADO, INC."
K201HJ,201,88.1,FX,LIC,LINCOLN PARK,CO,US,106685,0.03,-85.0,38.422222,-105.151944,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."
K201EC,201,88.1,FX,LIC,MANITOU SPRINGS,CO,US,18884,0.099,0.0,38.886083,-104.890528,UNKNOWN
KPGS,201,88.1,FM,LIC,PAGOSA SPRINGS,CO,US,123206,1.0,416.0,37.196667,-107.117528,UNKNOWN
KMPZ,201,88.1,FM,LIC,SALIDA,CO,US,175217,0.2,827.0,38.446639,-106.010556,UNKNOWN
K201IP,201,88.1,FX,LIC,STERLING,CO,US,92423,0.075,0.0,40.5325,-103.123278,CSN INTERNATIONAL
WESU,201,88.1,FM,LIC,MIDDLETOWN,CT,US,71537,6.0,11.0,41.553417,-72.657583,UNKNOWN
WMNR,201,88.1,FM,LIC,MONROE,CT,US,43531,5.0,123.0,41.318972,-73.253167,UNKNOWN
WMNR,201,88.1,FM,LIC,MONROE,CT,US,43531,0.175,117.0,41.341639,-73.274444,"TOWN OF MONROE, CONNECTICUT"
WMNR,201,88.1,FM,LIC,MONROE,CT,US,43531,0.33,82.0,41.318972,-73.253167,UNKNOWN
WMHS,201,88.1,FM,LIC,PIKE CREEK,DE,US,90384,0.088,37.0,39.757611,-75.666861,UNKNOWN
WJIS,201,88.1,FM,LIC,BRADENTON,FL,US,54857,100.0,121.0,27.131972,-82.393972,UNKNOWN
WUBA,201,88.1,FM,LIC,IGH SPRINGS,FL,US,175104,0.11,15.0,29.809389,-82.607056,UNKNOWN
WRGP,201,88.1,FM,LIC,OMESTEAD,FL,US,21777,0.165,129.0,25.540361,-80.468389,UNKNOWN
WCRJ,201,88.1,FM,LIC,JACKSONVILLE,FL,US,48390,8.0,194.0,30.276361,-81.563972,"RADIO TRAINING NETWORK, INC."
WHIJ,201,88.1,FM,LIC,OCALA,FL,US,40160,1.25,0.0,29.238028,-82.120917,"RADIO TRAINING NETWORK, INC."
WUWF,201,88.1,FM,LIC,PENSACOLA,FL,US,66570,100.0,0.0,30.403806,-86.99275,THE UNIVERSITY OF WEST FLORIDA
WUWF,201,88.1,FL,LIC,PENSACOLA,FL,US,66570,7.5,0.0,30.543833,-87.220194,UNKNOWN
WEKI,201,88.1,FM,MOD,WEEKI WACHEE,FL,US,768626,5.0,111.0,-276297.434722,-82.528944,"768626            5. kW DA     111. m    126. m        m   N 28 34  55.8  W  82 31  44.2  1031083    CALL COMMUNICATIONS GROUP, INC."
WAYF,201,88.1,FM,LIC,WEST PALM BEACH,FL,US,61507,50.0,0.0,26.589222,-80.212,HOPE MEDIA GROUP
W219DU,201,88.1,FX,MOD,BRUNSWICK,GA,US,92893,0.055,0.0,-267432.216682,-81.496389,92893          0.055 kW          0. m     63. m        m   N 31 12   1.0  W  81 29  47.0  1018698    CSN INTERNATIONAL
W201CC,201,88.1,FX,LIC,BUFORD,GA,US,91293,0.019,66.0,34.105667,-83.930194,CSN INTERNATIONAL
W201DJ,201,88.1,FX,LIC,DOUGLAS,GA,US,152243,0.013,0.0,-120557.383337,-82.891528,152243         0.013 kW       102.3 m    182. m        m   N 31 32  44.7  W  82 53  29.5  1019770    FAMILY FIRST
WNEE,201,88.1,FM,LIC,PATTERSON,GA,US,122086,6.0,49.0,34.012056,-83.29375,UNKNOWN
WLXP,201,88.1,FM,LIC,SAVANNAH,GA,US,81997,5.5,104.0,32.063556,-81.048722,"CHRISTIAN MULTIMEDIA NETWORK, INC."
WRJS,201,88.1,FM,LIC,SOPERTON,GA,US,174547,12.0,0.0,32.355722,-82.618472,"GRACE MISSIONARY BAPTIST CHURCH, INC."
WAYT,201,88.1,FM,LIC,THOMASVILLE,GA,US,61193,17.0,392.0,30.668528,-83.969333,HOPE MEDIA GROUP
WJSP-FM,201,88.1,FM,STA,WARM SPRINGS,GA,US,23927,100.0,0.0,-270771.811111,-84.701028,23927           100. kW DA    461.2 m   723.7 m        m   N 32 51   8.5  W  84 42   3.7  1018795    GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION
WJSP-FM,201,88.1,FM,LIC,WARM SPRINGS,GA,US,23927,100.0,0.0,32.852361,-84.701028,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION
W201DM,201,88.1,FX,MOD,WOODSTOCK,GA,US,122159,1.0,0.0,-287405.983336,-84.453944,"122159           .01 kW          0. m    541. m        m   N 34  3  58.6  W  84 27  14.2             CSN INTERNATIONAL, INC."
W201DM,201,88.1,FX,LIC,WOODSTOCK,GA,US,122159,0.009,0.0,34.066472,-84.453806,UNKNOWN
KHMG,201,88.1,FM,LIC,BARRIGADA,GU,US,26384,8.0,166.0,13.488056,144.831389,HARVEST CHRISTIAN ACADEMY
KCQA,201,88.1,FM,LIC,ANAHOLA,HI,US,767248,0.25,28.0,-279844.466736,-159.333056,"767248          0.25 kW         28. m    107. m        m   N 22 10    57  W 159 19    59             COMMUNITY SERVICE BROADCASTING FOUNDATION, INC."
KLHE,201,88.1,FM,STA,ILO,HI,US,767291,1.6,-34.0,-299317.183778,-155.022778,"767291           1.6 kW        -34. m     38. m        m   N 19 43  45.0  W 155  1  22.0  1026418    K-LOVE, INC."
KLHE,201,88.1,FM,LIC,ILO,HI,US,767291,1.6,-34.0,-271939.183778,-155.022778,"767291           1.6 kW        -34. m     38. m        m   N 19 43  45.0  W 155  1  22.0  1026418    K-LOVE, INC."
KHPR,201,88.1,FM,LIC,ONOLULU,HI,US,26446,39.0,514.0,21.333472,-157.81475,UNKNOWN
KHPR,201,88.1,FM,LIC,ONOLULU,HI,US,26446,3.5,501.0,21.336667,-157.8175,UNKNOWN
KHPR-FM1,201,88.1,FM,LIC,MAKAHA,HI,US,180585,4.0,0.0,21.510444,-158.145556,UNKNOWN
KHPR-FM1,201,88.1,FM,STA,MAKAHA,HI,US,180585,4.0,0.0,-271110.751111,-158.145556,"180585            4. kW DA       0. m   1173. m        m   N 21 30  37.6  W 158  8  44.0             HAWAII PUBLIC RADIO, INC."
KJLI,201,88.1,FM,AMD,BURLINGTON,IA,US,767007,5.0,69.0,-180205.451389,-91.126139,767007            5. kW         69. m    249. m        m   N 40 45   8.9  W  91  7  34.1  1325128    HERITAGE BAPTIST CHURCH
KCVD,201,88.1,FM,LIC,DES MOINES,IA,US,16720,5.2,85.0,-187780.668111,-93.641528,"16720            5.2 kW         85. m    350. m        m   N 41 35   2.0  W  93 38  29.5  1018144    COMMUNITY BROADCASTING, INC."
KICB,201,88.1,FM,LIC,FORT DODGE,IA,US,29059,0.2,40.0,42.490778,-94.2005,UNKNOWN
KQLF,201,88.1,FM,MOD,OTTUMWA,IA,US,85844,11.0,43.0,-270376.736389,-92.409639,"85844            11. kW         43. m    276. m        m   N 41  2   2.1  W  92 24  34.7             COMMUNITY BROADCASTING, INC."
KOIA,201,88.1,FM,LIC,STORM LAKE,IA,US,177197,6.0,0.0,42.668306,-94.993333,"SAINT GABRIEL COMMUNICATIONS, LTD"
KBBG,201,88.1,FM,LIC,WATERLOO,IA,US,597,9.5,47.0,42.512472,-92.3235,UNKNOWN
KTFY,201,88.1,FM,LIC,BUHL,ID,US,91839,60.0,199.0,42.729917,-114.419194,"IDAHO CONFERENCE OF SEVENTH-DAY ADVENTISTS, INC."
K201JC,201,88.1,FX,LIC,CHALLIS,ID,US,6327,0.1,0.0,-252122.450028,-114.090222,6327             0.1 kW          0. m  2605.6 m        m   N 44 33  08.9  W 114 05  24.8             IDAHO STATE BOARD OF EDUCATION
KRRB,201,88.1,FM,LIC,KUNA,ID,US,88927,45.0,298.0,43.620694,-117.210694,UNKNOWN
K201IG,201,88.1,FX,LIC,REXBURG,ID,US,152310,0.17,0.0,43.799361,-111.776361,IDAHO STATE UNIVERSITY
WCSW,201,88.1,FM,LIC,ARROWSMITH,IL,US,768271,0.1,96.0,-239397.516694,-88.553889,768271           0.1 kW         96. m    338. m        m   N 40 28  38.0  W  88 33  14.0  1014818    2820 COMMUNICATIONS INC
WESN,201,88.1,FM,LIC,BLOOMINGTON,IL,US,28319,0.12,30.0,40.491139,-88.993667,UNKNOWN
WWTG,201,88.1,FM,LIC,CARPENTERSVILLE,IL,US,93049,2.0,33.0,42.105861,-88.377306,CARY GROVE ADVENTIST FELLOWSHIP
WZGL,201,88.1,FM,LIC,CHARLESTON,IL,US,83381,2.1,0.0,39.47725,-88.140306,UNKNOWN
WCRX,201,88.1,FM,LIC,CHICAGO,IL,US,12424,0.1,71.0,-216981.066694,-87.624861,12424            0.1 kW DA      71. m    250. m        m   N 41 52  27.9  W  87 37  29.5             COLUMBIA COLLEGE
WBMF,201,88.1,FM,LIC,CRETE,IL,US,89339,0.09,114.0,41.421417,-87.644222,"FAMILY WORSHIP CENTER CHURCH, INC."
WNLD,201,88.1,FM,LIC,DECATUR,IL,US,28294,1.0,93.0,39.80975,-88.992028,UNIVERSITY OF NORTHWESTERN - ST. PAUL
WAXR,201,88.1,FM,LIC,GENESEO,IL,US,86861,3.0,98.0,41.47975,-90.269,AMERICAN FAMILY ASSOCIATION
WIHM-FM,201,88.1,FM,LIC,ARRISBURG,IL,US,175887,4.8,0.0,37.7175,-88.543611,COVENANT NETWORK
W201BL,201,88.1,FX,LIC,JACKSONVILLE,IL,US,83550,0.027,0.0,39.721722,-90.195944,"FAMILY WORSHIP CENTER CHURCH, INC."
WLTL,201,88.1,FM,LIC,LA GRANGE,IL,US,39369,0.18,42.0,41.812528,-87.880889,UNKNOWN
WLRA,201,88.1,FM,LIC,LOCKPORT,IL,US,37190,0.14,40.0,41.602806,-88.080333,LEWIS UNIVERSITY
WPTH,201,88.1,FM,LIC,OLNEY,IL,US,50292,2.9,61.0,38.697278,-88.036972,"VCY AMERICA, INC."
WPTH,201,88.1,FM,STA,OLNEY,IL,US,50292,2.9,61.0,-277913.200806,-88.036972,"50292            2.9 kW         61. m    205. m        m   N 38 41  50.2  W  88  2  13.1  1012293    VCY AMERICA, INC."
WLWJ,201,88.1,FM,LIC,PETERSBURG,IL,US,89735,6.0,100.0,40.001444,-89.697056,"GOOD NEWS RADIO, INC."
WTZI,201,88.1,FM,LIC,ROSEMONT,IL,US,173970,0.3,22.0,41.955583,-87.867278,RADIOED
WSOG,201,88.1,FM,LIC,SPRING VALLEY,IL,US,91823,4.0,80.0,41.29225,-89.133139,"SPIRIT EDUCATIONAL ASSOCIATION, INC."
WLWX,201,88.1,FM,MOD,WHEATON,IL,US,66499,0.25,41.0,-259104.316736,-88.094917,"66499           0.25 kW DA      41. m    265. m        m   N 41 52  15.2  W  88  5  41.7             K-LOVE, INC."
WLWX,201,88.1,FM,LIC,WHEATON,IL,US,66499,0.25,43.0,41.869194,-88.098944,UNKNOWN
WNTH,201,88.1,FM,LIC,WINNETKA,IL,US,6052,0.047,46.0,-131512.86668,-87.719028,6052           0.047 kW DA      46. m    231. m        m   N 42  5  38.9  W  87 43   8.5             BOARD OF EDUCATION NEW TRIER TOWNSHIP DISTRICT 203
WVPE,201,88.1,FM,LIC,ELKHART,IN,US,19365,11.5,304.0,41.613667,-86.188889,ELKHART COMMUNITY SCHOOLS
WMBL,201,88.1,FM,LIC,MITCHELL,IN,US,84103,1.0,122.0,38.763917,-86.520806,UNKNOWN
WNAS,201,88.1,FM,LIC,NEW ALBANY,IN,US,48372,2.85,1.0,38.298944,-85.812444,UNKNOWN
WKRY,201,88.1,FM,LIC,VERSAILLES,IN,US,91416,0.5,92.0,39.068389,-85.266083,GOOD SHEPHERD RADIO INC.
W201BO,201,88.1,FX,LIC,VINCENNES,IN,US,83658,0.013,0.0,38.683944,-87.435583,BETHEL BAPTIST CHURCH
WSRC,201,88.1,FM,LIC,WAYNETOWN,IN,US,92984,17.0,119.0,40.150028,-86.903889,"CALVARY CHAPEL OF CRAWFORDSVILLE, INC."
K201JF,201,88.1,FX,LIC,BELOIT,KS,US,87483,0.25,37.0,-269526.050069,-98.128389,87483           0.25 kW         37. m    482. m        m   N 39 24   8.0  W  98  7  42.2             AMERICAN FAMILY ASSOCIATION
KZCK,201,88.1,FM,LIC,COLBY,KS,US,175547,2.0,109.0,39.351111,-101.054056,"THE PRAISE NETWORK, INC."
KBTL,201,88.1,FM,LIC,EL DORADO,KS,US,83259,0.4,28.0,37.804472,-96.884194,BUTLER COUNTY COMMUNITY COLLEGE
KRTT,201,88.1,FM,LIC,GREAT BEND,KS,US,173828,0.9,39.0,38.362778,-98.76425,UNKNOWN
KVDM,201,88.1,FM,LIC,AYS,KS,US,177158,2.5,82.0,38.958056,-99.352222,"DIVINE MERCY RADIO, INC."
KJVL,201,88.1,FM,LIC,UTCHINSON,KS,US,174370,0.57,57.0,38.054444,-97.930889,"GREAT PLAINS CHRISTIAN RADIO, INC."
KBCU,201,88.1,FM,LIC,NORTH NEWTON,KS,US,4987,0.15,17.0,38.073889,-97.343361,UNKNOWN
KJTY,201,88.1,FM,LIC,TOPEKA,KS,US,32368,75.0,234.0,39.039167,-95.449972,INTENTIONAL LIFE MEDIA
KLCM,201,88.1,FM,LIC,ULYSSES,KS,US,766517,0.3,0.0,-227723.283417,-101.357639,766517           0.3 kW         10. m   941.1 m        m   N 37 35  29.8  W 101 21  27.5             LIBERTAD EN CRISTO MINISTRIES
WAYD,201,88.1,FM,LIC,AUBURN,KY,US,93017,1.0,113.0,36.960333,-86.546944,HOPE MEDIA GROUP
WTRT,201,88.1,FM,LIC,BENTON,KY,US,88122,2.3,0.0,36.810028,-88.359194,"PENNYRILE CHRISTIAN COMMUNITY, INC."
W201DD,201,88.1,FX,LIC,CENTRAL CITY,KY,US,147296,0.027,0.0,-111124.933341,-87.108306,147296         0.027 kW        58.9 m    194. m        m   N 37 17  30.1  W  87  6  29.9             HOPE MEDIA GROUP
WDFB-FM,201,88.1,FM,LIC,DANVILLE,KY,US,1199,0.17,100.0,37.596167,-84.838556,UNKNOWN
WUIC,201,88.1,FM,LIC,ARLAN,KY,US,762690,2.5,440.0,-281275.500694,-83.376944,"762690           2.5 kW DA     440. m    993. m        m   N 36 48     5  W  83 22    37             TORSTRICK MINISTRIES, INC."
WTRL,201,88.1,FM,LIC,ODGENVILLE,KY,US,767558,75.0,86.0,-260527.633542,-85.688056,767558           .75 kW         86. m    325. m        m   N 37 28  55.0  W  85 41  17.0  1063909    FREEDOM'S WAY ASSEMBLY OF GOD
WRFL,201,88.1,FM,LIC,LEXINGTON,KY,US,54586,7.9,87.0,38.038694,-84.504389,"BOARD OF TRUSTEES, UNIVERSITY OF KENTUCKY"
WEKM-FM,201,88.1,FM,LIC,MAYSVILLE,KY,US,763940,2.95,68.0,-270699.334153,-83.812917,763940          2.95 kW         68. m    311. m        m   N 38 41  15.3  W  83 48  46.5  1265038    EASTERN KENTUCKY UNIVERSITY
WAXG,201,88.1,FM,LIC,MOUNT STERLING,KY,US,82988,0.3,53.0,38.060917,-83.955472,AMERICAN FAMILY ASSOCIATION
WKVY,201,88.1,FM,LIC,SOMERSET,KY,US,93774,4.0,0.0,37.07675,-84.810778,"K-LOVE, INC."
KAYT,201,88.1,FM,LIC,JENA,LA,US,18556,70.0,307.0,31.565444,-92.550139,"BLACK MEDIA WORKS, INC."
K201FO,201,88.1,FX,LIC,JENNINGS,LA,US,92353,0.25,0.0,30.191861,-92.621528,CSN INTERNATIONAL
KPAQ,201,88.1,FM,LIC,PLAQUEMINE,LA,US,86794,90.0,91.0,30.261583,-91.311222,AMERICAN FAMILY ASSOCIATION
WMBR,201,88.1,FM,LIC,CAMBRIDGE,MA,US,64683,0.64,92.0,-162582.050178,-71.085528,64683           0.64 kW DA      92. m    110. m        m   N 42 21  42.1  W  71  5   7.9  1313623    TECHNOLOGY BROADCASTING CORPORATION
WSBR,201,88.1,FM,LIC,LEE,MA,US,768412,0.26,-112.0,-274565.866739,-73.252222,"768412          0.26 kW       -112. m    335. m        m   N 42 16    59  W  73 15     8             PITTSFIELD COMMUNITY CABLE BROADCASTING, INC"
WJFE,201,88.1,FM,LIC,NANTUCKET,MA,US,767390,0.35,54.0,-271462.833431,-70.139722,"767390          0.35 kW         54. m     55. m        m   N 41 17   6.0  W  70  8  23.0  1006316    NANTUCKET PUBLIC RADIO, INC."
WFHL,201,88.1,FM,LIC,NEW BEDFORD,MA,US,87375,0.3,41.0,41.637611,-70.871417,"NEW BEDFORD CHRISTIAN RADIO, INC."
WCHC,201,88.1,FM,LIC,WORCESTER,MA,US,65560,0.1,-2.0,42.237583,-71.808111,UNKNOWN
WYPR,201,88.1,FM,LIC,BALTIMORE,MD,US,65753,15.5,0.0,39.3315,-76.657472,WYPR
WYPF,201,88.1,FM,LIC,FREDERICK,MD,US,32360,1.0,0.0,39.492056,-77.499722,"WYPR LICENSE HOLDING, LLC"
WGWS,201,88.1,FM,LIC,ST. MARY'S CITY,MD,US,172973,1.1,53.0,38.145417,-76.372444,"CSN INTERNATIONAL, INC."
WGWS,201,88.1,FM,STA,ST. MARY'S CITY,MD,US,172973,1.1,53.0,-273485.883639,-76.372444,"172973           1.1 kW         53. m     54. m        m   N 38  8  43.5  W  76 22  20.8  1274421    CSN INTERNATIONAL, INC."
WMEY,201,88.1,FM,LIC,BOWDOIN,ME,US,123284,50.0,64.0,44.107861,-69.924222,UNKNOWN
WMEK,201,88.1,FM,LIC,KENNEBUNKPORT,ME,US,171239,18.0,187.0,-207671.988333,-70.800639,171239           18. kW DA     187. m    297. m        m   N 43 25   5.2  W  70 48   2.3  1200480    WORD RADIO EDUCATIONAL FOUNDATION
W201CF,201,88.1,FX,LIC,BALDWIN,MI,US,91284,0.055,0.0,43.900556,-85.7595,UNKNOWN
WODS-LP,201,88.1,FL,AMD,BIG RAPIDS,MI,US,788559,0.1,12.0,-245903.650028,-85.494722,788559           0.1 kW         12. m    327. m        m   N 43 40    57  W  85 29    41             BIG RAPIDS WIRELESS INC
WBFH,201,88.1,FM,LIC,BLOOMFIELD HILLS,MI,US,5872,0.36,51.0,-184304.866767,-83.286056,5872            0.36 kW DA      51. m    308. m        m   N 42 34  40.1  W  83 17   9.8             BLOOMFIELD HILLS SCHOOL DISTRICT
WBLW,201,88.1,FM,LIC,GAYLORD,MI,US,91339,5.0,260.0,45.17,-84.751139,"GRACE BAPTIST CHURCH OF GAYLORD, MICHIGAN"
WBLW,201,88.1,FM,MOD,GAYLORD,MI,US,91339,5.0,257.0,-278773.318056,-84.751111,"91339             5. kW DA     257. m    586. m        m   N 45 10  12.0  W  84 45   4.0  1000437    GRACE BAPTIST CHURCH OF GAYLORD, MICHIGAN"
WHYT,201,88.1,FM,LIC,GOODLAND TOWNSHIP,MI,US,84187,0.4,177.0,43.175028,-83.067167,SMILE FM
WSFP,201,88.1,FM,LIC,ARRISVILLE,MI,US,121959,18.0,143.0,44.703333,-83.524139,MICHIGAN COMMUNITY RADIO
WHPR-FM,201,88.1,FM,LIC,IGHLAND PARK,MI,US,54428,0.012,32.0,42.408083,-83.091583,UNKNOWN
WLGH,201,88.1,FM,LIC,LEROY TOWNSHIP,MI,US,78460,6.7,174.0,42.705583,-84.357472,SMILE FM
WSMF,201,88.1,FM,LIC,MONROE,MI,US,89277,1.2,41.0,41.918917,-83.376028,UNKNOWN
WSDP,201,88.1,FM,LIC,PLYMOUTH,MI,US,52840,0.3,16.0,42.349472,-83.495778,PLYMOUTH-CANTON COMMUNITY SCHOOLS
WYCE,201,88.1,FM,LIC,WYOMING,MI,US,24773,10.0,50.0,42.911972,-85.683361,UNKNOWN
KGPL,201,88.1,FM,LIC,CROOKSTON,MN,US,766429,25.0,26.0,-245023.816736,-96.590583,"766429           .25 kW         26. m    294. m        m   N 47 46  57.1  W 096 35  26.1             WE HAVE THIS HOPE CHRISTIAN RADIO, INC."
KAWD,201,88.1,FM,LIC,DETROIT LAKES,MN,US,766459,25.0,-4.0,-274847.316736,-95.829194,"766459           .25 kW         -4. m    425. m        m   N 46 49  42.8  W 095 49  45.1             CHRISTIAN MEDIA, INC."
KDGR,201,88.1,FM,LIC,GRAND RAPIDS,MN,US,763944,5.0,55.0,-290579.401389,-93.547444,763944            5. kW         55. m    458. m        m   N 47 13   5.5  W  93 32  50.8  1224837    UNIVERSITY OF NORTHWESTERN - ST. PAUL
K201BW,201,88.1,FX,LIC,LA CRESCENT,MN,US,42952,0.062,128.0,43.757583,-91.290056,UNKNOWN
KJCA,201,88.1,FM,LIC,MARSHALL,MN,US,762423,0.26,51.0,-271989.050072,-95.773639,762423          0.26 kW         51. m    405. m        m   N 44 28  11.6  W  95 46  25.1  1235852    MINN-IOWA CHRISTIAN BROADCASTING
WAJC,201,88.1,FM,LIC,NEWPORT,MN,US,174134,5.52,22.0,44.720778,-93.032139,UNKNOWN
